"","name","degree.total","degree.in","degree.out","strength.total","strength.in","strength.out","between","closeness","eigenvector","PageRank","degreeStrength.out","degreeStrength.in","Account Category","Account Type","description","statusesCount","followersCount","favoritesCount","friendsCount","name.y","created","protected","verified","location","lang","id"
"1780","NGBaileyUK",174,88,86,320,135,185,0.00288104118058311,0.590620520172025,0.00109878902669192,0.0882653295910333,2.15116279069767,1.53409090909091,NA,NA,"NG Bailey is the UK’s leading independent engineering, IT & facilities services business with a deserved reputation for excellence Passion|Integrity|Excellence",1288,4049,489,604,"NG Bailey",2011-06-15 07:48:14,FALSE,FALSE,"","en","317647297"
"1781","PeterHeadCBE",174,174,0,485,485,0,0,0.000146301251727943,0.00485295518506828,0.109625086673563,NA,2.78735632183908,NA,NA,"@ecosequestrust Founder and Chief Executive and father of @ResilienceIO",17793,5614,210,281,"Peter Head",2009-02-04 11:22:35,FALSE,TRUE,"","en","20045552"
"1782","GCSNorthEast",173,37,136,1223,102,1121,0.00227156491357971,0.624062319676861,0.00339773601200091,0.0780690080348412,8.24264705882353,2.75675675675676,NA,NA,"Government Communications Service Local Campaigns Team",3429,1503,166,866,"Cabinet Office",2010-05-26 13:33:22,FALSE,FALSE,"","en","148347316"
"1783","SharikaFernando",173,32,141,821,59,762,0.00157826792999382,0.680028295213393,0.000351266799532811,0.077200064839876,5.40425531914894,1.84375,NA,NA,"eBusiness Account Manager, COINS Global",4370,338,860,531,"Sharika Fernando",2013-04-10 17:20:31,FALSE,FALSE,"London","en","1342436785"
"1784","VentAxia",173,100,73,470,140,330,0.00145748440866236,0.64372605185819,0.000959860093325025,0.0827357564654959,4.52054794520548,1.4,NA,NA,"Vent-Axia continues to lead the way in improving the indoor environment by supplying air management solutions in the UK and around the world.",4580,11414,349,1896,"VENT-AXIA",2009-11-25 16:25:12,FALSE,FALSE,"Crawley, West Sussex","en","92556850"
"1785","PickEverard",173,80,93,620,277,343,0.00415404307384572,0.639988164805089,0.00160563675540054,0.115979452425335,3.68817204301075,3.4625,NA,NA,"Leading independent multi-professional consultancy working within the property, construction & infrastructure industry",1684,2596,744,581,"Pick Everard",2012-10-29 14:09:45,FALSE,FALSE,"","en","912525535"
"1786","UrbanisCM",173,40,133,441,72,369,0.00162364361850992,0.693880824444623,0.00263189905124745,0.0727833609083422,2.77443609022556,1.8,NA,NA,"Committed to equality & diversity premised upon fair and equal opportunity for micro and SME businesses on UK public sector construction projects.",945,406,1315,751,"Bola Abisogun FRICS",2013-01-01 16:43:23,FALSE,FALSE,"Hackney, London","en","1052980052"
"1787","thelandtrust",173,45,128,441,93,348,0.00420306121781723,0.722083124687031,0.00287339895536925,0.0743814884289478,2.71875,2.06666666666667,NA,NA,"National charity that deals with the long-term management and sustainable funding of public open green spaces as community and environmental assets",5149,4614,1363,1614,"The Land Trust",2009-08-10 14:16:38,FALSE,FALSE,"UK","en","64413314"
"1788","JoeMartoccia",173,41,132,341,75,266,0.00561660833035952,0.637606396698478,0.000316484513532257,0.0777465631595878,2.01515151515152,1.82926829268293,NA,NA,"Car nut, sports fan, foodie, wine lover, devoted husband, proud dad CEO Aluminium Shapes Ltd - views are my own.",16525,1769,14632,1498,"Joe Martoccia",2009-06-25 12:49:22,FALSE,FALSE,"Nottinghamshire, UK","en","50635696"
"1789","BaumitUKLtd",173,24,149,216,51,165,0.00202647944077655,0.734995540075606,0.000694351855440416,0.0685843880947721,1.10738255033557,2.125,NA,NA,"From external wall insulation systems to façade renders, paints & healthy living indoor plasters, Baumit gives you the freedom of design.

Ideas with a future.",239,359,45,338,"Baumit Ltd",2012-11-19 15:30:03,FALSE,FALSE,"United Kingdom","en","957642224"
"1790","PersimmonHomes",173,173,0,187,187,0,0,0.000146301251727943,0.00261145056096289,0.0898596434142497,NA,1.08092485549133,NA,NA,"New homes for sale across the UK. For customer care enquiries, please refer to your local office.",6709,24288,672,676,"Persimmon Homes",2009-10-30 10:54:43,FALSE,FALSE,"UK","en","86285925"
"1791","AcivicoLtd",172,74,98,574,162,412,0.0022648182945347,0.668831168831169,0.00153372125494453,0.0774133908749863,4.20408163265306,2.18918918918919,NA,NA,"A multi-service company offering Design, Construction, Building Control (inc Approved Inspector) Total Facilities Management, Laboratories, Catering & Cleaning",4158,2335,6522,2561,"Acivico",2013-05-10 17:01:47,FALSE,FALSE,"Birmingham & UK wide","en","1418610277"
"1792","Gas_Safety_Shop",172,50,122,510,131,379,0.00585226035267672,0.658572787821123,0.000243850819039808,0.0889658502023333,3.10655737704918,2.62,NA,NA,"Gas Safety Shop are a licensed seller of Gas Safe Register Branded products and are pleased to offer our range of pads, labels and work wear.",5989,2841,1317,1093,"Gas Safety Shop",2011-03-30 14:13:48,FALSE,FALSE,"Camberley","en","274545047"
"1793","Natural_Paving",172,42,130,457,247,210,0.00202260504700008,0.642054098178175,0.00189387240501598,0.10905937600722,1.61538461538462,5.88095238095238,NA,NA,"Natural Paving Products offer a range of high quality, ethically sourced landscaping products.",2757,2984,1022,1193,"Natural Paving",2010-05-20 08:54:30,FALSE,FALSE,"Doncaster","en","145967769"
"1794","rczmconsulting",172,22,150,226,46,180,0.00100582495955822,0.712010862856438,0.000763693524258292,0.0703402557290761,1.2,2.09090909090909,NA,NA,"RCZM advise on making Our built environment more sustainable in how it looks, feels and work's, but also in the manner in which We use it.",529,91,168,210,"Richard Bowman",2014-10-31 13:45:26,FALSE,FALSE,"Hampshire","en","2885154038"
"1795","tom_burke_47",172,172,0,511,511,0,0,0.000146301251727943,0.00477924603683348,0.103740427881876,NA,2.97093023255814,NA,NA,"Environmentalist. Chairman & Founding Director of @E3G. Particularly active on energy & climate issues. Prominent critic of government nuclear power policy.",16575,8483,45,3841,"Tom Burke",2012-01-27 17:06:42,FALSE,FALSE,"London","en","475987826"
"1796","sunny_hundal",172,172,0,304,304,0,0,0.000146301251727943,0.00916328539676069,0.0955245109989357,NA,1.76744186046512,NA,NA,"British journalist & writer. Fortnightly columnist at Hindustan Times @htTweets. Author: 'India Dishonoured'. Tweets on news, identity, environment, feminism",200422,70238,637,1199,"Sunny Hundal",2009-02-26 15:39:06,FALSE,FALSE,"South London","en","22021978"
"1797","Ed_Suttie",171,75,96,532,223,309,0.00124779156583357,0.606668302773201,0.00151370215813987,0.0903035447477341,3.21875,2.97333333333333,NA,NA,"Construction product innovation, people, local supply chains + biophilia. Research Director for @BRESustProducts @BRE_Group @GrowninBritain @Ed2NorthPole",960,1159,262,1673,"Ed Suttie",2009-09-17 21:55:48,FALSE,FALSE,"","en","75125901"
"1798","MrNickKnowles",171,130,41,420,322,98,0.00481256391626095,0.565860039241334,0.00126764116416017,0.133976337014018,2.39024390243902,2.47692307692308,NA,NA,"TV Presenter, Guitarist, Disruptor. Film Writer Golden Years Netflix https://t.co/tsfM7Lwamd Owner Retreat Kitchen, 1st album https://t.co/V8CKiBUq9M",40068,107539,8479,912,"Nick Knowles",2010-01-07 20:50:55,FALSE,TRUE,"Universal","en","102787150"
"1799","jeanniemc22",171,51,120,405,133,272,0.00192929016353158,0.673097868367823,0.000857167967045877,0.0822896647698196,2.26666666666667,2.6078431372549,NA,NA,"Happy people don't necessarily have everything, they just make the best of everything they have",2683,619,883,1112,"Jean Duprez MBE",2010-05-26 22:11:49,FALSE,FALSE,"London","en","148511050"
"1800","StephenHamilNBS",171,171,0,517,517,0,0,0.000146301251727943,0.00320949667857257,0.120552980670661,NA,3.0233918128655,NA,NA,"Director of Research and Innovation and Head of BIM at @theNBS. These are my views, not necessarily those of my employer.",8254,4944,5395,1275,"Stephen Hamil",2011-09-16 13:34:54,FALSE,FALSE,"Newcastle upon Tyne","en","374526179"
"1801","AndrewSparrow",171,171,0,316,316,0,0,0.000146301251727943,0.0116915980645761,0.096092081198439,NA,1.84795321637427,NA,NA,"I write the Guardian's Politics Live blog - news from Westminster as it happens, with analysis, all the best quotes and key links to relevant blogs/sources",20867,64878,89,1151,"AndrewSparrow",2008-08-08 14:36:29,FALSE,TRUE,"London","en","15778426"
"1802","BBCLondonNews",170,127,43,1144,229,915,0.0120598511111087,0.537141083346267,0.00637338486854438,0.102567060396111,21.2790697674419,1.80314960629921,"Media","News","BBC London account managed by BBC Newsdesk.  Not a 24/7 feed.",27237,109586,217,1001,"BBC London Newsroom",2009-03-25 11:38:20,FALSE,TRUE,"London","en","26477224"
"1803","TimMorton2",170,170,0,787,787,0,0,0.000146301251727943,0.0278685185707483,0.136251175238615,NA,4.62941176470588,"Related","Individual","Social housing, Tenants, climate change, cycling, feminism, diversity, disability, one world, training, humour, social investment, neighbourhoods, community",132646,4740,77245,2409,"(((Tim Morton)))",2011-06-20 14:48:59,FALSE,FALSE,"Leicester UK","en","320790659"
"1804","ESRC",170,105,65,625,221,404,0.00115278990616086,0.504548635409377,0.0143312422308924,0.095252261800462,6.21538461538462,2.1047619047619,NA,NA,"We are the UK's main organisation for funding research and training in economic and social sciences. Retweets aren't necessarily endorsements.",19580,51516,5747,6340,"ESRC",2009-01-23 13:12:16,FALSE,TRUE,"Swindon, UK","en","19393236"
"1805","UKFB_Org",170,165,5,198,179,19,0.00033176157169393,0.553710281270999,0.00246605988036193,0.0831593633329718,3.8,1.08484848484848,NA,NA,"United Kingdom Federation of Builders are the first & only UK builders association offering official accreditation & licensing #contractoraccreditation",10530,13744,518,3684,"Builders Federation",2013-03-02 22:55:04,FALSE,FALSE,"UK","en","1236837583"
"1806","NottsCommHA",170,56,114,495,100,395,0.0015753996594062,0.641078838174274,0.00567267676023971,0.0771746234969861,3.46491228070175,1.78571428571429,NA,NA,"Nottingham Community Housing Association. This account is staffed Mon-Fri, 9am to 4.30pm",5161,1405,356,619,"NCHA",2012-02-28 13:45:07,FALSE,FALSE,"Nottingham, United Kingdom","en","507393358"
"1807","Hanson_UK",170,108,62,284,185,99,0.00262677207242003,0.648867556622169,0.00123346578654852,0.0955493039240996,1.59677419354839,1.71296296296296,NA,NA,"Hanson UK is the leading supplier of heavy building materials to the UK construction industry. We produce aggregates, ready-mixed concrete, asphalt and cement.",1096,6437,241,648,"Hanson UK",2011-03-15 10:08:46,FALSE,FALSE,"Maidenhead","en-gb","266501378"
"1808","TomBloxhamMBE",170,170,0,386,386,0,0,0.000146301251727943,0.00721481075163338,0.123938551999379,NA,2.27058823529412,NA,NA,"I'm lucky to be Chair of @Urban_Splash & @MIFestival , Chancellor of UoM and am a trustee of @Tate & @MU_Foundation + I enjoy life but cant spell or punctuate !",13339,15142,108,704,"Tom Bloxham",2009-03-05 10:57:03,FALSE,FALSE,"usually Manchester  ","en","22906600"
"1809","SAMSIANGAS",169,56,113,560,172,388,0.00182572855303487,0.5674745023448,0.000407502478315374,0.0916155998259094,3.43362831858407,3.07142857142857,NA,NA,"Friendly & free Gas Safety help and advice. Heating & Gas Boiler Installation, Repair, Service & Maintenance",26257,6081,28242,168,"Samsian",2010-02-04 21:51:47,FALSE,FALSE,"Covering Kent & SE London","en","111424035"
"1810","clrandrewcooper",169,57,112,408,109,299,0.00162493880547901,0.626275787187839,0.00143278112328839,0.0748509504022786,2.66964285714286,1.91228070175439,NA,NA,"Green Party Councillor on Kirklees Council for the Newsome Ward. Member of the EU Committee of the Regions. Green Party Energy Spokesperson.",9065,3392,248,1036,"Andrew Cooper",2010-02-01 22:50:44,FALSE,FALSE,"Huddersfield","en","110544175"
"1811","KatieAllenGdn",169,58,111,345,79,266,0.00131195060335561,0.622266973532796,0.00960909568286929,0.0732262094102388,2.3963963963964,1.36206896551724,NA,NA,"No longer economics reporter at The Guardian and Observer. But that probably won't stop me going on about data",2321,3099,949,1552,"Katie Allen",2009-07-15 19:31:10,FALSE,TRUE,"London","en","57111819"
"1812","ArupAssociates",169,67,102,316,98,218,0.00135702130884375,0.592562153277173,0.00149855618462693,0.0747629369091937,2.13725490196078,1.46268656716418,NA,NA,"Arup Associates is the unique architecture design studio of the leading global consulting group, @ArupGroup
Image:Singapore National Stadium ©Arup/Franklin Kwan",877,2088,681,616,"Arup Associates",2011-04-13 14:23:05,FALSE,FALSE,"London, England","en","281556244"
"1813","Cebr_uk",169,34,135,330,42,288,0.0014459585329,0.666795113868444,0.00103089313888966,0.0679183225434331,2.13333333333333,1.23529411764706,NA,NA,"Centre for Economics and Business Research is a leading independent economics consultancy based in UK. For more detailed analysis, please visit Cebr's website.",2409,3507,40,712,"Cebr",2010-02-11 11:01:15,FALSE,FALSE,"London","en","113315967"
"1814","john_vidal",169,158,11,189,172,17,0.000190950039629154,0.525350658813528,0.00411059941477879,0.0839135649257225,1.54545454545455,1.08860759493671,NA,NA,"John Vidal is the Guardian's environment editor",1431,27425,30,1719,"John Vidal",2009-03-30 17:04:08,FALSE,FALSE,"London","en","27681019"
"1815","caitlinmoran",169,169,0,241,241,0,0,0.000146301251727943,0.00759860403794972,0.099276573324788,NA,1.42603550295858,NA,NA,"Writing the fuck out of shit since 1992. Screenwriting agent: Nick Marston at Curtis Brown. Literary agent: Georgia Garrett at RCW",90979,655019,131,2262,"Caitlin Moran",2008-10-10 08:52:26,FALSE,TRUE,"","en","16681111"
"1816","WiP_SW",168,65,103,952,267,685,0.00125855109245507,0.60395797703396,0.00165086620491012,0.137579410346911,6.6504854368932,4.10769230769231,NA,NA,"The Official Twitter feed for Women in Property South West. Follow us for news, events and updates,",2395,2141,1902,1229,"Women in Property SW",2013-03-30 19:09:52,FALSE,FALSE,"South West England","en","1317027373"
"1817","bbavoice",168,58,110,414,80,334,0.00276569142969409,0.620192824629942,0.00330203449581397,0.0762977765259132,3.03636363636364,1.37931034482759,NA,NA,"The BBA is now part of @UKFtweets - follow us there for all #banking and wider financial services news and developments.",7472,12808,279,2214,"BBA",2009-04-21 15:29:58,FALSE,TRUE,"United Kingdom","en","33937320"
"1818","SmartestEnergy",168,66,102,390,118,272,0.00128409778123255,0.579679072727882,0.00217458345424956,0.0864050573305003,2.66666666666667,1.78787878787879,NA,NA,"SmartestEnergy is the UK’s leading purchaser of independent generation and supplier to sustainably-minded organisations as we transition to a low carbon economy",2440,3587,46,2284,"SmartestEnergy",2010-10-05 14:32:33,FALSE,FALSE,"Great Britain","en","198893682"
"1819","backtoearthsw",168,84,84,363,192,171,0.00138067571386032,0.647193028387628,0.00292736209635308,0.083735611941569,2.03571428571429,2.28571428571429,NA,NA,"Dad, husband and director @BacktoEarthLTD. Passionate about natural building, natural insulation and Passivhaus - especially as I live in one!",1168,882,327,722,"Chris Brookman",2010-02-04 21:42:20,FALSE,FALSE,"Exeter, UK","en","111421900"
"1820","BIM_PLUS",168,168,0,424,424,0,0,0.000146301251727943,0.00256286316606516,0.115873056547368,NA,2.52380952380952,NA,NA,"Reporting on all things #BIM and digital.",4120,7113,965,3782,"BIM+",2014-09-22 09:23:16,FALSE,FALSE,"London","en","2826031513"
"1821","_SolarEnergy",167,75,92,634,301,333,0.00193052821707998,0.623073599308656,0.000956880125745779,0.200171773609335,3.6195652173913,4.01333333333333,NA,NA,"UK & Intl networking exhibitions, meetings & conferences for business development opportunities across the solar & clean energy sectors, part of @Solarmedialtd",4617,9006,1842,3856,"Solar Energy Events",2011-09-15 15:23:22,FALSE,FALSE,"London, UK","en","374016426"
"1822","HomeOwnersAll",167,72,95,476,144,332,0.00231138393267017,0.645166101189367,0.00390373467858044,0.082047340907262,3.49473684210526,2,NA,NA,"Leading property advice website, on the side of Britain’s homeowners and aspiring homeowners.",9190,2678,1139,1096,"HomeOwners Alliance",2012-06-22 11:51:47,FALSE,FALSE,"UK","en","615100801"
"1823","marhind",167,15,152,377,46,331,0.000438317770716249,0.66347149265749,0.000329894115793886,0.0678847712598456,2.17763157894737,3.06666666666667,NA,NA,"SUFC /LEEDS /CANUCKS FAN - GOLFER -NFB-YBF-CITB -CITY & GUILDS APPRENTICE TRAILBLAZER -ALWAYS DOWN THE SMOKE ..",7906,670,7472,1443,"Martin Hind",2009-02-19 22:26:30,FALSE,FALSE,"SCUNY-ON-SEA .. old brimby ","en","21346781"
"1824","TrustedBuilders",167,76,91,265,104,161,0.00434623613149365,0.726539866481925,0.000465355499388237,0.0830822240776901,1.76923076923077,1.36842105263158,NA,NA,"UK trade association open to #builders, #solar & #glazing installers, #electricians, #roofers, #kitchen & bathroom companies - British home improvement assoc.",8878,3628,215,2154,"HomePro FairTrades",2011-07-05 10:07:22,FALSE,FALSE,"United Kingdom","en","329593362"
"1825","adamwoodhall",167,53,114,280,84,196,0.00175901317214749,0.608738478857384,0.00093926241284889,0.0751781944002535,1.71929824561404,1.58490566037736,NA,NA,"Purpose: inspire #sustainability as advisor, activator & author #ClimateAction #Renewables  #Biodiversity #RainForests #Blockchain #CircularEconomy #Exponential",5901,2419,596,1008,"Adam Woodhall",2009-09-25 10:27:20,FALSE,FALSE,"London, United Kingdom","en","77183141"
"1826","HomesProperty",167,163,4,378,373,5,0.000188961118169422,0.483879086155309,0.00453382733104591,0.124913105687434,1.25,2.28834355828221,NA,NA,"Homes & Property, London @EveningStandard: all the latest property news, area guides, buying, renting, interiors & design trends. https://t.co/v9fuKv8PlI",36403,43387,719,307,"ES Homes & Property",2009-01-23 10:46:15,FALSE,TRUE,"London, UK","en","19389583"
"1827","Architizer",167,167,0,309,309,0,0,0.000146301251727943,0.00168167235997116,0.109507551470354,NA,1.8502994011976,NA,NA,"Architizer is an online destination that is revolutionizing architecture with its vast building database, daily content, Source marketplace & A+Awards.",34494,971711,5159,2295,"Architizer",2009-06-26 12:40:06,FALSE,TRUE,"New York, NY // Global","en","51040617"
"1828","PSBJMagazine",167,167,0,286,286,0,0,0.000146301251727943,0.00173070074321563,0.106043554694912,NA,1.7125748502994,NA,NA,"Public Sector Build Journal is the industry’s leading resource for the specification of building products in the public realm.",2570,2916,428,2614,"PSBJ",2011-07-11 15:54:02,FALSE,FALSE,"United Kingdom","en","333469761"
"1829","SophyRidgeSky",167,167,0,239,239,0,0,0.000146301251727943,0.00878508219625688,0.0917202980787833,NA,1.4311377245509,NA,NA,"Sky News Presenter, host of @RidgeOnSunday. My book on women in politics is out now https://t.co/sti5S6JDd8",23264,99419,8350,2035,"Sophy Ridge",2009-01-13 19:25:55,FALSE,TRUE,"London","en","18949349"
"1830","GreenwoodAirvac",167,167,0,224,224,0,0,0.000146301251727943,0.00292651347151452,0.0932572836605982,NA,1.34131736526946,NA,NA,"Leaders in design, manufacture & specification of SMART ventilation systems for new build & refurb residentials. A Zehnder Group Company.",7872,6989,1045,3590,"Greenwood Airvac",2011-04-07 09:11:16,FALSE,FALSE,"Camberley, South East","en","278449667"
"1831","ArchFoundation",167,167,0,217,217,0,0,0.000146301251727943,0.00285304841228442,0.0925299760568659,NA,1.29940119760479,NA,NA,"The Architecture Foundation is a not-for-profit think tank that campaigns on issues related to architecture and urbanism in London.",4067,50139,966,992,"The AF",2009-05-26 09:52:58,FALSE,TRUE,"London, England","en","42596648"
"1832","ArchRecord",167,167,0,198,198,0,0,0.000146301251727943,0.00152472138496436,0.088904911602908,NA,1.18562874251497,NA,NA,"In the October Issue: Multifamily Housing, Coastal Resilience, WORKac's Library in Queens, Fearon Hay’s Chapel in New Zealand, & Carl Fredrik’s Winery in France",9759,654308,236,8559,"Architectural Record",2009-01-28 06:16:04,FALSE,TRUE,"New York City","en","19639085"
"1833","CaseyRutland",166,166,0,477,477,0,0,0.000146301251727943,0.00309090620219356,0.118369812916881,NA,2.87349397590361,NA,NA,"T-shaped #Architect & Director of #Digital @RHDHV. Founding #Director @digitalgreen_io. #BIM #Specialist. #Equality & #Diversity #Champion. #Dad to 2 Princesses",20987,6169,15931,3178,"Casey D Rutland",2010-06-15 07:28:55,FALSE,FALSE,"London / Global","en","155824974"
"1834","AP",166,166,0,204,204,0,0,0.000146301251727943,0.00560610873411775,0.0980370660270477,NA,1.2289156626506,NA,NA,"News from The Associated Press, and a taste of the great journalism produced by AP members and customers. Managed 24/7 by these editors: https://t.co/D0hLCc7ShX",190455,11720476,734,7228,"The Associated Press",2009-06-26 21:48:52,FALSE,TRUE,"Global","en","51241574"
"1835","scotgov",165,131,34,790,207,583,0.00144386869367808,0.532496307237814,0.00608479518602525,0.0940660920419607,17.1470588235294,1.58015267175573,"Government","Government","Updates from the devolved government for Scotland.",12614,103570,229,1037,"Scottish Government",2009-06-12 13:29:52,FALSE,TRUE,"Scotland","en","46650770"
"1836","UKinIndia",165,74,91,803,260,543,0.00248940009513983,0.587871581450654,0.00366304080622529,0.109367776480318,5.96703296703297,3.51351351351351,NA,NA,"The official twitter account of the #British High Commission in #India. #foreignaffairs #digitaldiplomacy #foreignpolicy #travel #ukvisa",32849,23738,8683,94,"UK in India<ed><U+00A0><U+00BC><ed><U+00B7><U+00AC><ed><U+00A0><U+00BC><ed><U+00B7><U+00A7><ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B3>",2009-06-10 09:13:03,FALSE,TRUE,"India","en","46072827"
"1837","stu73",165,66,99,498,117,381,0.00160607228892515,0.670879696041562,0.00103132505253163,0.0785639348163609,3.84848484848485,1.77272727272727,NA,NA,"From Scotland. Digital Director @BRE_Group. Former Member: @odugUK. Likes:#Data #Metal #Punk #Country #Bowls #Ukulele #CardMagic & @saintmirrenfc. Views My Own.",7171,1589,6571,2574,"Stuart Chalmers",2008-05-09 19:32:06,FALSE,FALSE,"London, England","en","14717055"
"1838","scrtltd",165,22,143,525,59,466,0.000479076937672271,0.637817913748618,0.000339161581181667,0.075658389306604,3.25874125874126,2.68181818181818,NA,NA,"South Coast Roof Training centre based in West Sussex, courses ranging from Foundation (basic) to Heritage Skills Roofing SAP (advanced)",1238,189,160,233,"SCRT",2013-10-29 18:36:42,FALSE,FALSE,"West Sussex UK","en","2163350006"
"1839","RIBAYorkshire",165,92,73,388,151,237,0.00191256748530208,0.671582705891485,0.00413337946871295,0.0843944732525137,3.24657534246575,1.64130434782609,NA,NA,"News, updates and what's on in the region from your local @RIBA team #BeRIBA #RIBAAwards",2385,3025,158,574,"RIBA Yorkshire",2011-03-15 10:03:55,FALSE,FALSE,"Leeds, England","en","266499651"
"1840","Draxnews",165,66,99,392,143,249,0.00165423181524548,0.589714753092731,0.0021106115123246,0.0801480254157912,2.51515151515152,2.16666666666667,NA,NA,"Playing a vital role in helping change the way #energy is generated, supplied and used as the UK moves to a low carbon future.",6573,7314,2542,1631,"Drax",2013-12-16 12:36:50,FALSE,TRUE,"Yorkshire, England","en-gb","2248691238"
"1841","VictoryWindow",165,23,142,413,68,345,0.00182130000305938,0.620437432771603,0.000143391664486201,0.0782086406056508,2.42957746478873,2.95652173913043,NA,NA,"Victory Windows International are an established & one of the most experienced UPVC double glazing companies in #Coventry & #Warwickshire",2113,1011,238,427,"Victory Windows Ltd",2014-01-21 16:38:45,FALSE,FALSE,"Coventry","en","2303364102"
"1842","TradeDirectLtd",165,56,109,398,152,246,0.00254892092448739,0.639208008570057,0.000328357036544615,0.0839623663153516,2.25688073394495,2.71428571428571,NA,NA,"We are Trade Direct Insurance, supporting tradespeople with our business and insurance news. Mon-Thu 08:00 to 20:00, Fri 08:00 to 18:30.",6414,2457,164,1863,"Trade Direct",2011-08-15 15:43:39,FALSE,FALSE,"Godalming, Surrey","en","355581467"
"1843","PaulBromford",165,165,0,589,589,0,0,0.000146301251727943,0.0182862509029643,0.120065492007165,NA,3.56969696969697,NA,NA,"Social Innovation. Customer Experience. Service Design. Innovation Coach with @Bromford and @BromfordLab https://t.co/yKigrlK7sx",48672,21906,836,19486,"Paul Taylor",2011-05-16 10:31:52,FALSE,FALSE,"England, United Kingdom","en","299582083"
"1844","CharteredICES",164,64,100,588,85,503,0.0138514563047949,0.635428907168038,0.000890279827650808,0.0778079698099865,5.03,1.328125,NA,NA,"The international qualifying body for surveyors working within civil engineering. Tweets by Darrell, Abigail and Serena",2295,2308,173,425,"CharteredICES",2010-02-22 14:45:31,FALSE,FALSE,"","en","116460298"
"1845","whatstheidea",164,64,100,375,91,284,0.00391252611716273,0.70617042115573,0.000883282331989899,0.0809264452864987,2.84,1.421875,NA,NA,"Institute for the Development of Energy Assessment - the professional body for Domestic, Commercial, SAP, Air Conditioning and DEC energy assessors.",3068,2081,54,2077,"IDEA",2009-02-03 18:46:59,FALSE,FALSE,"Wigan, England","en","19992585"
"1846","CrossKeysHomes",164,98,66,365,194,171,0.00119231115081172,0.58973485106673,0.0082426597662681,0.080683242211034,2.59090909090909,1.97959183673469,NA,NA,"Cross Keys Homes is a registered social landlord currently managing more than 11,000 homes across Peterborough.",2291,3873,375,357,"Cross Keys Homes",2009-10-13 15:26:09,FALSE,FALSE,"Peterborough","en","82119553"
"1847","jc4southsuffolk",164,56,108,309,76,233,0.00240653271235252,0.639208008570057,0.00435094247103285,0.0718997001714244,2.15740740740741,1.35714285714286,NA,NA,"Member of Parliament for South Suffolk. Please send all policy enquiries to james.cartlidge.mp@parliament.uk.",2181,4208,378,1121,"James Cartlidge MP",2014-08-28 15:50:52,FALSE,TRUE,"","en","2776689260"
"1848","ShippersUnbound",164,164,0,279,279,0,0,0.000146301251727943,0.00931914604319476,0.099670789440059,NA,1.70121951219512,NA,NA,"Political Editor, Sunday Times. Author of All Out War: https://t.co/PxXZqZJzqC Hire me to speak: https://t.co/0L3YuMrJoI",26776,76495,2771,3360,"Tim Shipman",2008-09-04 18:58:17,FALSE,FALSE,"In the thick of it","en","16133363"
"1849","elonmusk",164,164,0,239,239,0,0,0.000146301251727943,0.00213984031677587,0.107156917554349,NA,1.45731707317073,NA,NA,"Tesla, SpaceX, OpenAI & Neuralink",3571,13483509,629,47,"Elon Musk",2009-06-02 20:12:29,FALSE,TRUE,"Boring","en","44196397"
"1850","elliswoodman",164,164,0,194,194,0,0,0.000146301251727943,0.003494385377336,0.0912202793065058,NA,1.18292682926829,NA,NA,"Director of the @archfoundation. Architecture Critic of the @Telegraph. Critic At Large for the @ArchitectsJrnl and @ArchReview. Spliced with @rupechri",5620,18560,746,1777,"Ellis Woodman",2009-07-19 10:14:46,FALSE,FALSE,"London","en","58169148"
"1851","SirBobKerslake",164,164,0,182,182,0,0,0.000146301251727943,0.00874218777927151,0.0853778161919384,NA,1.10975609756098,NA,NA,"I am Chair of Kings College Hospital and Peabody and a member of the House of Lords. Tweets are in a personal capacity.",1000,13981,9,423,"Bob Kerslake",2012-03-07 15:54:44,FALSE,TRUE,"UK","en","517712761"
"1852","UK_Housing",163,163,0,202,202,0,0,0.000146301251727943,0.0054111709199606,0.0825286964486344,NA,1.23926380368098,"Keep",NA,"UK Housing on Twitter: I follow UK Housing People",4473,3611,23,2141,"UK Housing/SuButcher",2009-08-10 12:07:18,FALSE,FALSE,"UK","en","64387981"
"1853","UKinUSA",163,63,100,1268,116,1152,0.00160148151729644,0.538411276019789,0.0038032734055596,0.0828123082508671,11.52,1.84126984126984,NA,NA,"The British Embassy in Washington DC. Follow Ambassador @KimDarroch and our accounts around the US: https://t.co/xuhj926ckV",21376,56987,1026,5238,"British Embassy",2009-02-27 08:09:06,FALSE,TRUE,"Washington, DC","en","22120359"
"1854","_ASUC",163,27,136,565,56,509,0.000736293438986244,0.704761128986275,0.000401618282580128,0.0731461473881091,3.74264705882353,2.07407407407407,NA,NA,"The Trade Association for : Underpinning and Subsidence Repairs Techniques:Engineered Foundations Solutions:Retrofit Basement Construction #asuc",3527,642,298,622,"ASUC",2011-02-04 10:19:52,FALSE,FALSE,"Kingsley, Hampshire","en","247218578"
"1855","BathCollege",163,31,132,379,95,284,0.00149032222070416,0.586715491811616,0.000710975035206172,0.085964334192835,2.15151515151515,3.06451612903226,NA,NA,"Further and Higher Education College at the heart of Bath & NE Somerset. Vocational and Professional courses, Apprenticeships and Love2learn leisure courses.",16878,7885,2238,924,"Bath College",2009-02-09 13:02:50,FALSE,FALSE,"Bath","en","20433263"
